,Level3Name,Level4Name,Classification,ReportLine3,ProductivityCategory,GrossCostClassification,FiscalMonthNumber,Amount,Source
2122,CIO,CIO,Cost Effective,Capital Charge,Ops,Gross Cost,1,10176.13444,Actuals
2123,CIO,CIO,Cost Effective,Capital Charge,Ops,Gross Cost,2,9242.074563,Actuals
2124,CIO,CIO,Cost Effective,Capital Charge,Ops,Gross Cost,3,9478.494272,Actuals
2125,CIO,CIO,Cost Effective,Capital Charge,Ops,Gross Cost,4,9423.081511,Actuals
2126,CIO,CIO,Cost Effective,Capital Charge,Ops,Gross Cost,5,8907.172489,Actuals
2127,CIO,CIO,Cost Effective,Capital Charge,Ops,Gross Cost,6,8401.989017,Actuals
2128,CIO,CIO,Cost Effective,Capital Charge,Ops,Gross Cost,7,7536.933299,Actuals
2129,CIO,CIO,Cost Effective,Capital Charge,Ops,Gross Cost,8,7640.332178,Actuals
2130,CIO,CIO,Cost Effective,Capital Charge,Ops,Gross Cost,9,7401.746252,Actuals
2131,CIO,CIO,Cost Effective,Capital Charge,Ops,Gross Cost,10,7587.490494,Actuals
2132,CIO,CIO,Cost Effective,Capital Charge,Ops,Gross Cost,11,7746.394933,Actuals
2133,CIO,CIO,Cost Effective,Capital Charge,Ops,Gross Cost,12,7264.085477,Actuals
2134,CIO,CIO,Cost Effective,Client Entertainment,Ops,Gross Cost,1,1.564843907,Actuals
2135,CIO,CIO,Cost Effective,Client Entertainment,Ops,Gross Cost,2,35.6493277,Actuals
2136,CIO,CIO,Cost Effective,Client Entertainment,Ops,Gross Cost,3,1.932400267,Actuals
2137,CIO,CIO,Cost Effective,Client Entertainment,Ops,Gross Cost,9,5.049350978,Actuals
2138,CIO,CIO,Cost Effective,Client Entertainment,Ops,Gross Cost,10,7.735059822,Actuals
2139,CIO,CIO,Cost Effective,Client Entertainment,Ops,Gross Cost,11,19.95812837,Actuals
2140,CIO,CIO,Cost Effective,Client Entertainment,Ops,Gross Cost,12,-0.33389402,Actuals
2141,CIO,CIO,Cost Effective,Client Entertainment,MD&I,Gross Cost,1,3.973065896,Actuals
2142,CIO,CIO,Cost Effective,Client Entertainment,MD&I,Gross Cost,2,31.08489638,Actuals
2143,CIO,CIO,Cost Effective,Client Entertainment,MD&I,Gross Cost,3,11.26778593,Actuals
2144,CIO,CIO,Cost Effective,Client Entertainment,MD&I,Gross Cost,4,7.782369057,Actuals
2145,CIO,CIO,Cost Effective,Client Entertainment,MD&I,Gross Cost,5,14.98974896,Actuals
2146,CIO,CIO,Cost Effective,Client Entertainment,MD&I,Gross Cost,6,10.19059105,Actuals
2147,CIO,CIO,Cost Effective,Client Entertainment,MD&I,Gross Cost,7,0.417594973,Actuals
2148,CIO,CIO,Cost Effective,Client Entertainment,MD&I,Gross Cost,8,7.048166133,Actuals
2149,CIO,CIO,Cost Effective,Client Entertainment,MD&I,Gross Cost,9,12.00653781,Actuals
2150,CIO,CIO,Cost Effective,Client Entertainment,MD&I,Gross Cost,10,-9.098839486,Actuals
2151,CIO,CIO,Cost Effective,Client Entertainment,MD&I,Gross Cost,11,15.39187745,Actuals
2152,CIO,CIO,Cost Effective,Client Entertainment,MD&I,Gross Cost,12,5.596136553,Actuals
2153,CIO,CIO,Cost Effective,Deployed Payroll,Ops,Gross Cost,1,3010.067324,Actuals
2154,CIO,CIO,Cost Effective,Deployed Payroll,Ops,Gross Cost,2,2826.068065,Actuals
2155,CIO,CIO,Cost Effective,Deployed Payroll,Ops,Gross Cost,3,3281.643255,Actuals
2156,CIO,CIO,Cost Effective,Deployed Payroll,Ops,Gross Cost,4,3675.436225,Actuals
2157,CIO,CIO,Cost Effective,Deployed Payroll,Ops,Gross Cost,5,3649.458906,Actuals
2158,CIO,CIO,Cost Effective,Deployed Payroll,Ops,Gross Cost,6,3530.799158,Actuals
2159,CIO,CIO,Cost Effective,Deployed Payroll,Ops,Gross Cost,7,3778.98704,Actuals
2160,CIO,CIO,Cost Effective,Deployed Payroll,Ops,Gross Cost,8,3771.158272,Actuals
2161,CIO,CIO,Cost Effective,Deployed Payroll,Ops,Gross Cost,9,3692.141843,Actuals
2162,CIO,CIO,Cost Effective,Deployed Payroll,Ops,Gross Cost,10,4797.389275,Actuals
2163,CIO,CIO,Cost Effective,Deployed Payroll,Ops,Gross Cost,11,4202.608482,Actuals
2164,CIO,CIO,Cost Effective,Deployed Payroll,Ops,Gross Cost,12,3827.202429,Actuals
2165,CIO,CIO,Cost Effective,Depreciation,Ops,Gross Cost,1,51225.87585,Actuals
2166,CIO,CIO,Cost Effective,Depreciation,Ops,Gross Cost,2,48989.98775,Actuals
2167,CIO,CIO,Cost Effective,Depreciation,Ops,Gross Cost,3,50052.90617,Actuals
2168,CIO,CIO,Cost Effective,Depreciation,Ops,Gross Cost,4,48650.55491,Actuals
2169,CIO,CIO,Cost Effective,Depreciation,Ops,Gross Cost,5,50296.4441,Actuals
2170,CIO,CIO,Cost Effective,Depreciation,Ops,Gross Cost,6,47990.39549,Actuals
2171,CIO,CIO,Cost Effective,Depreciation,Ops,Gross Cost,7,44915.96759,Actuals
2172,CIO,CIO,Cost Effective,Depreciation,Ops,Gross Cost,8,44749.92127,Actuals
2173,CIO,CIO,Cost Effective,Depreciation,Ops,Gross Cost,9,45497.14152,Actuals
2174,CIO,CIO,Cost Effective,Depreciation,Ops,Gross Cost,10,42923.72933,Actuals
2175,CIO,CIO,Cost Effective,Depreciation,Ops,Gross Cost,11,45919.38098,Actuals
2176,CIO,CIO,Cost Effective,Depreciation,Ops,Gross Cost,12,45893.14255,Actuals
2177,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,1,9.194367748,Actuals
2178,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,2,332.6703481,Actuals
2179,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,3,349.1303226,Actuals
2180,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,4,344.9434553,Actuals
2181,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,5,349.1840003,Actuals
2182,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,6,341.9011076,Actuals
2183,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,7,344.7951591,Actuals
2184,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,8,363.6679044,Actuals
2185,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,9,443.9953452,Actuals
2186,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,10,452.3763581,Actuals
2187,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,11,459.6674389,Actuals
2188,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,12,450.0209041,Actuals
2189,CIO,CIO,Cost Effective,Discretionary Price List Services,MD&I,Non-Gross Cost,1,87.7859236,Actuals
2190,CIO,CIO,Cost Effective,Discretionary Price List Services,MD&I,Non-Gross Cost,2,411.7067928,Actuals
2191,CIO,CIO,Cost Effective,Discretionary Price List Services,MD&I,Non-Gross Cost,3,485.8876723,Actuals
2192,CIO,CIO,Cost Effective,Discretionary Price List Services,MD&I,Non-Gross Cost,4,317.4258572,Actuals
2193,CIO,CIO,Cost Effective,Discretionary Price List Services,MD&I,Non-Gross Cost,5,398.0808235,Actuals
2194,CIO,CIO,Cost Effective,Discretionary Price List Services,MD&I,Non-Gross Cost,6,407.6072656,Actuals
2195,CIO,CIO,Cost Effective,Discretionary Price List Services,MD&I,Non-Gross Cost,7,395.5152073,Actuals
2196,CIO,CIO,Cost Effective,Discretionary Price List Services,MD&I,Non-Gross Cost,8,457.0290393,Actuals
2197,CIO,CIO,Cost Effective,Discretionary Price List Services,MD&I,Non-Gross Cost,9,352.3764639,Actuals
2198,CIO,CIO,Cost Effective,Discretionary Price List Services,MD&I,Non-Gross Cost,10,454.3960985,Actuals
2199,CIO,CIO,Cost Effective,Discretionary Price List Services,MD&I,Non-Gross Cost,11,467.9756683,Actuals
2200,CIO,CIO,Cost Effective,Discretionary Price List Services,MD&I,Non-Gross Cost,12,442.3504396,Actuals
2201,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,1,1.720418505,Actuals
2202,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,2,2.3809282,Actuals
2203,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,3,1.50752695,Actuals
2204,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,4,1.472954817,Actuals
2205,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,5,47.99794767,Actuals
2206,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,6,1.5657537,Actuals
2207,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,7,3.965787553,Actuals
2208,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,8,1.478413575,Actuals
2209,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,9,4.820992944,Actuals
2210,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,10,10.46352894,Actuals
2211,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,11,1.608513969,Actuals
2212,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,12,63.56632499,Actuals
2213,CIO,CIO,Cost Effective,Employment Costs,Ops,Gross Cost,1,39.92717425,Actuals
2214,CIO,CIO,Cost Effective,Employment Costs,Ops,Gross Cost,2,602.7824217,Actuals
2215,CIO,CIO,Cost Effective,Employment Costs,Ops,Gross Cost,3,167.2281359,Actuals
2216,CIO,CIO,Cost Effective,Employment Costs,Ops,Gross Cost,4,317.0901436,Actuals
2217,CIO,CIO,Cost Effective,Employment Costs,Ops,Gross Cost,5,102.4963661,Actuals
2218,CIO,CIO,Cost Effective,Employment Costs,Ops,Gross Cost,6,1942.740064,Actuals
2219,CIO,CIO,Cost Effective,Employment Costs,Ops,Gross Cost,7,255.1059485,Actuals
2220,CIO,CIO,Cost Effective,Employment Costs,Ops,Gross Cost,8,362.5897998,Actuals
2221,CIO,CIO,Cost Effective,Employment Costs,Ops,Gross Cost,9,453.3298211,Actuals
2222,CIO,CIO,Cost Effective,Employment Costs,Ops,Gross Cost,10,248.5026712,Actuals
2223,CIO,CIO,Cost Effective,Employment Costs,Ops,Gross Cost,11,870.1178074,Actuals
2224,CIO,CIO,Cost Effective,Employment Costs,Ops,Gross Cost,12,2657.434299,Actuals
2225,CIO,CIO,Cost Effective,Employment Costs,MD&I,Gross Cost,1,605.836597,Actuals
2226,CIO,CIO,Cost Effective,Employment Costs,MD&I,Gross Cost,2,1.935129645,Actuals
2227,CIO,CIO,Cost Effective,Employment Costs,MD&I,Gross Cost,3,1256.03197,Actuals
2228,CIO,CIO,Cost Effective,Employment Costs,MD&I,Gross Cost,4,421.1513536,Actuals
2229,CIO,CIO,Cost Effective,Employment Costs,MD&I,Gross Cost,5,496.6614405,Actuals
2230,CIO,CIO,Cost Effective,Employment Costs,MD&I,Gross Cost,6,418.8268325,Actuals
2231,CIO,CIO,Cost Effective,Employment Costs,MD&I,Gross Cost,7,544.5038138,Actuals
2232,CIO,CIO,Cost Effective,Employment Costs,MD&I,Gross Cost,8,630.7567363,Actuals
2233,CIO,CIO,Cost Effective,Employment Costs,MD&I,Gross Cost,9,501.111238,Actuals
2234,CIO,CIO,Cost Effective,Employment Costs,MD&I,Gross Cost,10,840.0855417,Actuals
2235,CIO,CIO,Cost Effective,Employment Costs,MD&I,Gross Cost,11,1122.96292,Actuals
2236,CIO,CIO,Cost Effective,Employment Costs,MD&I,Gross Cost,12,2447.729749,Actuals
2237,CIO,CIO,Cost Effective,Employment Costs,Ops,Gross Cost,3,6.398573951,Actuals
2238,CIO,CIO,Cost Effective,Employment Costs,Ops,Gross Cost,4,0.035481926,Actuals
2239,CIO,CIO,Cost Effective,Employment Costs,Ops,Gross Cost,7,4.55E-03,Actuals
2240,CIO,CIO,Cost Effective,Employment Costs,Ops,Gross Cost,8,0.821543051,Actuals
2241,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,1,1371.068922,Actuals
2242,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,2,657.2271625,Actuals
2243,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,3,447.1932676,Actuals
2244,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,4,750.4163467,Actuals
2245,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,5,1220.272557,Actuals
2246,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,6,869.387244,Actuals
2247,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,7,601.5414642,Actuals
2248,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,8,1699.990923,Actuals
2249,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,9,3576.583579,Actuals
2250,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,10,-902.7384346,Actuals
2251,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,11,2030.900822,Actuals
2252,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,12,2113.297132,Actuals
2253,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",MD&I,Gross Cost,1,280.2426185,Actuals
2254,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",MD&I,Gross Cost,2,460.7610101,Actuals
2255,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",MD&I,Gross Cost,3,504.66216,Actuals
2256,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",MD&I,Gross Cost,4,341.1350619,Actuals
2257,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",MD&I,Gross Cost,5,935.8421615,Actuals
2258,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",MD&I,Gross Cost,6,374.1141473,Actuals
2259,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",MD&I,Gross Cost,7,839.3822716,Actuals
2260,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",MD&I,Gross Cost,8,767.4813333,Actuals
2261,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",MD&I,Gross Cost,9,1236.930866,Actuals
2262,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",MD&I,Gross Cost,10,1070.548838,Actuals
2263,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",MD&I,Gross Cost,11,1095.19331,Actuals
2264,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",MD&I,Gross Cost,12,3675.891121,Actuals
2265,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,1,2224.071704,Actuals
2266,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,2,870.0668593,Actuals
2267,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,3,455.8435791,Actuals
2268,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,4,2760.134459,Actuals
2269,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,5,599.7000435,Actuals
2270,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,6,547.0021052,Actuals
2271,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,7,230.5397188,Actuals
2272,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,8,727.2975975,Actuals
2273,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,9,-1056.913771,Actuals
2274,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,10,665.4180286,Actuals
2275,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,11,1537.478244,Actuals
2276,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,12,1734.128175,Actuals
2277,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,5,6.37E-03,Actuals
2278,CIO,CIO,Cost Effective,Geographic Charge on Deployed,Ops,Non-Gross Cost,1,33.61230125,Actuals
2279,CIO,CIO,Cost Effective,Geographic Charge on Deployed,Ops,Non-Gross Cost,2,33.05550795,Actuals
2280,CIO,CIO,Cost Effective,Geographic Charge on Deployed,Ops,Non-Gross Cost,3,36.04872682,Actuals
2281,CIO,CIO,Cost Effective,Geographic Charge on Deployed,Ops,Non-Gross Cost,4,31.31234462,Actuals
2282,CIO,CIO,Cost Effective,Geographic Charge on Deployed,Ops,Non-Gross Cost,5,31.65624637,Actuals
2283,CIO,CIO,Cost Effective,Geographic Charge on Deployed,Ops,Non-Gross Cost,6,32.23669428,Actuals
2284,CIO,CIO,Cost Effective,Geographic Charge on Deployed,Ops,Non-Gross Cost,7,70.80008884,Actuals
2285,CIO,CIO,Cost Effective,Geographic Charge on Deployed,Ops,Non-Gross Cost,8,58.48786059,Actuals
2286,CIO,CIO,Cost Effective,Geographic Charge on Deployed,Ops,Non-Gross Cost,9,64.3896876,Actuals
2287,CIO,CIO,Cost Effective,Geographic Charge on Deployed,Ops,Non-Gross Cost,10,145.4385943,Actuals
2288,CIO,CIO,Cost Effective,Geographic Charge on Deployed,Ops,Non-Gross Cost,11,137.960096,Actuals
2289,CIO,CIO,Cost Effective,Geographic Charge on Deployed,Ops,Non-Gross Cost,12,199.1245676,Actuals
2290,CIO,CIO,Cost Effective,Global Business Costs,Ops,Gross Cost,5,0.018195859,Actuals
2291,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,1,117978.4022,Actuals
2292,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,2,109481.7529,Actuals
2293,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,3,123577.0353,Actuals
2294,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,4,101990.2364,Actuals
2295,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,5,122467.9294,Actuals
2296,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,6,121301.7367,Actuals
2297,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,7,122245.0592,Actuals
2298,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,8,110151.0858,Actuals
2299,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,9,132446.2002,Actuals
2300,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,10,114705.7678,Actuals
2301,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,11,144364.0423,Actuals
2302,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,12,151036.9498,Actuals
2303,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,MD&I,Non-Gross Cost,1,129635.7224,Actuals
2304,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,MD&I,Non-Gross Cost,2,142179.8196,Actuals
2305,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,MD&I,Non-Gross Cost,3,143768.1088,Actuals
2306,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,MD&I,Non-Gross Cost,4,141988.2017,Actuals
2307,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,MD&I,Non-Gross Cost,5,156173.6155,Actuals
2308,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,MD&I,Non-Gross Cost,6,161360.639,Actuals
2309,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,MD&I,Non-Gross Cost,7,163051.9014,Actuals
2310,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,MD&I,Non-Gross Cost,8,160866.2193,Actuals
2311,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,MD&I,Non-Gross Cost,9,184505.1144,Actuals
2312,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,MD&I,Non-Gross Cost,10,149249.4568,Actuals
2313,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,MD&I,Non-Gross Cost,11,180208.8382,Actuals
2314,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,MD&I,Non-Gross Cost,12,181242.2165,Actuals
2315,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,1,-2743.353327,Actuals
2316,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,2,-3404.896548,Actuals
2317,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,3,-3085.10068,Actuals
2318,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,4,-3237.720271,Actuals
2319,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,5,-3568.171634,Actuals
2320,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,6,-3156.749606,Actuals
2321,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,7,-3264.195246,Actuals
2322,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,8,-3914.154982,Actuals
2323,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,9,-3934.679002,Actuals
2324,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,10,-3831.634031,Actuals
2325,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,11,-4298.216806,Actuals
2326,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,12,-4802.389497,Actuals
2327,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,1,53.39029062,Actuals
2328,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,2,588.1920721,Actuals
2329,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,3,397.8306304,Actuals
2330,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,4,227.5938092,Actuals
2331,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,5,155.1378971,Actuals
2332,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,6,174.338168,Actuals
2333,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,7,44.85552276,Actuals
2334,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,8,120.2819089,Actuals
2335,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,9,336.3395432,Actuals
2336,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,10,299.2072529,Actuals
2337,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,11,443.8843505,Actuals
2338,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,12,922.9340188,Actuals
2339,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,1,43.4144107,Actuals
2340,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,2,11.24777048,Actuals
2341,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,3,1.974250743,Actuals
2342,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,4,29.12065336,Actuals
2343,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,5,13.94712622,Actuals
2344,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,6,85.87080938,Actuals
2345,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,7,223.7026246,Actuals
2346,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,8,104.7289981,Actuals
2347,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,9,53.05821615,Actuals
2348,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,10,50.24240691,Actuals
2349,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,11,32.54329451,Actuals
2350,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,12,12.6806944,Actuals
2351,CIO,CIO,Cost Effective,Other Business Costs,MD&I,Gross Cost,1,25.47602273,Actuals
2352,CIO,CIO,Cost Effective,Other Business Costs,MD&I,Gross Cost,2,1.892369376,Actuals
2353,CIO,CIO,Cost Effective,Other Business Costs,MD&I,Gross Cost,3,18.60435643,Actuals
2354,CIO,CIO,Cost Effective,Other Business Costs,MD&I,Gross Cost,4,24.92377839,Actuals
2355,CIO,CIO,Cost Effective,Other Business Costs,MD&I,Gross Cost,5,27.74049742,Actuals
2356,CIO,CIO,Cost Effective,Other Business Costs,MD&I,Gross Cost,6,32.12569954,Actuals
2357,CIO,CIO,Cost Effective,Other Business Costs,MD&I,Gross Cost,7,106.9106816,Actuals
2358,CIO,CIO,Cost Effective,Other Business Costs,MD&I,Gross Cost,8,46.50224803,Actuals
2359,CIO,CIO,Cost Effective,Other Business Costs,MD&I,Gross Cost,9,67.89693951,Actuals
2360,CIO,CIO,Cost Effective,Other Business Costs,MD&I,Gross Cost,10,46.09011182,Actuals
2361,CIO,CIO,Cost Effective,Other Business Costs,MD&I,Gross Cost,11,44.86644028,Actuals
2362,CIO,CIO,Cost Effective,Other Business Costs,MD&I,Gross Cost,12,120.8887408,Actuals
2363,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,1,-86.99076454,Actuals
2364,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,2,7.745067546,Actuals
2365,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,4,-13.47767305,Actuals
2366,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,6,0.893416696,Actuals
2367,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,7,11.22866482,Actuals
2368,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,8,-167.1326076,Actuals
2369,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,9,68784.50168,Actuals
2370,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,10,22562.60816,Actuals
2371,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,11,22113.11312,Actuals
2372,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,12,23162.34551,Actuals
2373,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,4,0.162852941,Actuals
2374,CIO,CIO,Cost Effective,Other Services & Professional Fees,Ops,Gross Cost,1,4953.586173,Actuals
2375,CIO,CIO,Cost Effective,Other Services & Professional Fees,Ops,Gross Cost,2,6698.969393,Actuals
2376,CIO,CIO,Cost Effective,Other Services & Professional Fees,Ops,Gross Cost,3,5712.624627,Actuals
