,Level3Name,Level4Name,Classification,EmployeeLevelName,FiscalMonthNumber,Amount,Source
1253,FINANCE,Team1,Cost Effective,Consultant,3,2.095238095,Actuals
1254,FINANCE,Team1,High Cost,Consultant,3,1.866666667,Actuals
1255,FINANCE,Team2,Cost Effective,Consultant,3,9.142857143,Actuals
1256,FINANCE,Team2,High Cost,Consultant,3,0.19047619,Actuals
1257,FINANCE,Team2,Cost Effective,Consultant,3,14.66666667,Actuals
1258,FINANCE,Team2,High Cost,Consultant,3,8.380952381,Actuals
1259,FINANCE,Team2,Cost Effective,Consultant,3,3.619047619,Actuals
1260,FINANCE,Team2,High Cost,Consultant,3,5.438095238,Actuals
1271,Human Resources,Team1,Cost Effective,Consultant,3,2.476190476,Actuals
1272,Human Resources,Team1,High Cost,Consultant,3,7.404761905,Actuals
1273,Human Resources,Team1,High Cost,Consultant,3,0.19047619,Actuals
1274,Human Resources,Team1,Cost Effective,Consultant,3,11.42857143,Actuals
1275,Human Resources,Team1,High Cost,Consultant,3,11.12266667,Actuals
1276,Human Resources,Team2,Cost Effective,Consultant,3,0.19047619,Actuals
1277,Human Resources,Team2,Cost Effective,Consultant,3,54.87619048,Actuals
1278,Human Resources,Team2,High Cost,Consultant,3,75.87771429,Actuals
1279,Human Resources,Team2,Cost Effective,Consultant,3,0.571428571,Actuals
1280,Human Resources,Team2,High Cost,Consultant,3,0.380952381,Actuals
1283,Legal,Team2,Cost Effective,Consultant,3,0.380952381,Actuals
1284,Legal,Team2,Cost Effective,Consultant,3,1.142857143,Actuals
1285,Legal,Team2,High Cost,Consultant,3,1.142857143,Actuals
1286,Legal,Team2,High Cost,Consultant,3,0.380952381,Actuals
1287,Legal,Team2,Cost Effective,Consultant,3,0.380952381,Actuals
1288,Legal,Team2,High Cost,Consultant,3,0.571428571,Actuals
1289,Legal,Team2,High Cost,Consultant,3,0.19047619,Actuals
1290,Legal,Team2,Cost Effective,Consultant,3,32.6,Actuals
1291,Legal,Team2,High Cost,Consultant,3,0.19047619,Actuals
1292,Legal,Team2,High Cost,Consultant,3,0.19047619,Actuals
1293,Legal,Team2,High Cost,Consultant,3,0.19047619,Actuals
1294,Legal,Team2,High Cost,Consultant,3,0.19047619,Actuals
1295,Legal,Team2,Cost Effective,Consultant,3,5.904761905,Actuals
1296,Legal,Team2,High Cost,Consultant,3,40.63333333,Actuals
1413,CIO,,High Cost,Analyst,4,8.380952381,Actuals
1415,FINANCE,Team1,Cost Effective,Analyst,4,107,Actuals
1416,FINANCE,Team1,High Cost,Analyst,4,13.45714286,Actuals
1417,FINANCE,Team1,Cost Effective,Analyst,4,24.66666667,Actuals
1418,FINANCE,Team1,High Cost,Analyst,4,1.333333333,Actuals
1419,FINANCE,Team1,Cost Effective,Analyst,4,1.714285714,Actuals
1420,FINANCE,Team1,High Cost,Analyst,4,0.380952381,Actuals
1421,FINANCE,Team2,Cost Effective,Analyst,4,5.142857143,Actuals
1422,FINANCE,Team2,Cost Effective,Analyst,4,35.61904762,Actuals
1423,FINANCE,Team2,High Cost,Analyst,4,5.219047619,Actuals
1424,FINANCE,Team2,Cost Effective,Analyst,4,3.047619048,Actuals
1425,FINANCE,Team2,High Cost,Analyst,4,3.238095238,Actuals
1434,Human Resources,Team1,Cost Effective,Analyst,4,0.19047619,Actuals
1435,Human Resources,Team1,High Cost,Analyst,4,0.19047619,Actuals
1436,Human Resources,Team1,Cost Effective,Analyst,4,3.428571429,Actuals
1437,Human Resources,Team1,High Cost,Analyst,4,1.904761905,Actuals
1438,Human Resources,Team2,Cost Effective,Analyst,4,105.7952381,Actuals
1439,Human Resources,Team2,High Cost,Analyst,4,64.85942857,Actuals
1442,Legal,Team2,Cost Effective,Analyst,4,0.380952381,Actuals
1443,Legal,Team2,Cost Effective,Analyst,4,0.19047619,Actuals
1444,Legal,Team2,High Cost,Analyst,4,0.19047619,Actuals
1445,Legal,Team2,Cost Effective,Analyst,4,1.523809524,Actuals
1446,Legal,Team2,High Cost,Analyst,4,0.19047619,Actuals
1447,Legal,Team2,Cost Effective,Analyst,4,56.47866667,Actuals
1448,Legal,Team2,High Cost,Analyst,4,0.952380952,Actuals
1449,Legal,Team2,Cost Effective,Analyst,4,1.714285714,Actuals
1450,Legal,Team2,High Cost,Analyst,4,12.26666667,Actuals
1507,CIO,,High Cost,Associate,4,2.666666667,Actuals
1508,FINANCE,Team1,Cost Effective,Associate,4,13.33333333,Actuals
1509,FINANCE,Team1,High Cost,Associate,4,0.559619048,Actuals
1510,FINANCE,Team1,Cost Effective,Associate,4,3.428571429,Actuals
1511,FINANCE,Team2,Cost Effective,Associate,4,32.85714286,Actuals
1512,FINANCE,Team2,High Cost,Associate,4,1.638095238,Actuals
1513,FINANCE,Team2,Cost Effective,Associate,4,0.761904762,Actuals
1517,Human Resources,Team2,Cost Effective,Associate,4,31.71428571,Actuals
1518,Human Resources,Team2,High Cost,Associate,4,8.185714286,Actuals
1520,Legal,Team2,Cost Effective,Associate,4,1.333333333,Actuals
1521,Legal,Team2,Cost Effective,Associate,4,12.57142857,Actuals
1522,Legal,Team2,High Cost,Associate,4,0.761904762,Actuals
1546,CIO,,High Cost,Senior Manager,4,3.580952381,Actuals
1549,FINANCE,Team1,Cost Effective,Senior Manager,4,0.571428571,Actuals
1550,FINANCE,Team1,High Cost,Senior Manager,4,1.142857143,Actuals
1551,FINANCE,Team1,Cost Effective,Senior Manager,4,1.333333333,Actuals
1552,FINANCE,Team1,High Cost,Senior Manager,4,2.285714286,Actuals
1553,FINANCE,Team1,High Cost,Senior Manager,4,0.380952381,Actuals
1554,FINANCE,Team2,Cost Effective,Senior Manager,4,0.571428571,Actuals
1555,FINANCE,Team2,High Cost,Senior Manager,4,2.476190476,Actuals
1556,FINANCE,Team2,Cost Effective,Senior Manager,4,0.761904762,Actuals
1557,FINANCE,Team2,High Cost,Senior Manager,4,1.333333333,Actuals
1558,FINANCE,Team2,High Cost,Senior Manager,4,3.238095238,Actuals
1570,Human Resources,Team1,Cost Effective,Senior Manager,4,0.380952381,Actuals
1571,Human Resources,Team1,High Cost,Senior Manager,4,5.68647619,Actuals
1572,Human Resources,Team1,Cost Effective,Senior Manager,4,0.380952381,Actuals
1573,Human Resources,Team1,High Cost,Senior Manager,4,5.847619048,Actuals
1574,Human Resources,Team2,High Cost,Senior Manager,4,0.19047619,Actuals
1575,Human Resources,Team2,Cost Effective,Senior Manager,4,3.952380952,Actuals
1576,Human Resources,Team2,High Cost,Senior Manager,4,5.238095238,Actuals
1577,Human Resources,Team2,High Cost,Senior Manager,4,0.19047619,Actuals
1579,Legal,Team2,High Cost,Senior Manager,4,0.19047619,Actuals
1580,Legal,Team2,Cost Effective,Senior Manager,4,0.19047619,Actuals
1581,Legal,Team2,High Cost,Senior Manager,4,1.333333333,Actuals
1582,Legal,Team2,High Cost,Senior Manager,4,0.19047619,Actuals
1583,Legal,Team2,High Cost,Senior Manager,4,0.380952381,Actuals
1584,Legal,Team2,Cost Effective,Senior Manager,4,0.19047619,Actuals
1585,Legal,Team2,High Cost,Senior Manager,4,0.19047619,Actuals
1586,Legal,Team2,High Cost,Senior Manager,4,0.761904762,Actuals
1587,Legal,Team2,High Cost,Senior Manager,4,0.761904762,Actuals
1588,Legal,Team2,High Cost,Senior Manager,4,0.342857143,Actuals
1589,Legal,Team2,Cost Effective,Senior Manager,4,0.380952381,Actuals
1590,Legal,Team2,High Cost,Senior Manager,4,4.761904762,Actuals
1610,CIO,,Cost Effective,Senior Manager,4,0.380952381,Actuals
1611,CIO,,High Cost,Senior Manager,4,21.47619048,Actuals
1615,FINANCE,Team1,Cost Effective,Senior Manager,4,5.142857143,Actuals
1616,FINANCE,Team1,High Cost,Senior Manager,4,11.54285714,Actuals
1617,FINANCE,Team1,Cost Effective,Senior Manager,4,4.761904762,Actuals
1618,FINANCE,Team1,High Cost,Senior Manager,4,10.59047619,Actuals
1619,FINANCE,Team1,Cost Effective,Senior Manager,4,0.761904762,Actuals
1620,FINANCE,Team1,High Cost,Senior Manager,4,3.428571429,Actuals
1621,FINANCE,Team2,Cost Effective,Senior Manager,4,2.666666667,Actuals
1622,FINANCE,Team2,High Cost,Senior Manager,4,12.17142857,Actuals
1623,FINANCE,Team2,Cost Effective,Senior Manager,4,3.238095238,Actuals
1624,FINANCE,Team2,High Cost,Senior Manager,4,6.647619048,Actuals
1625,FINANCE,Team2,Cost Effective,Senior Manager,4,1.523809524,Actuals
1626,FINANCE,Team2,High Cost,Senior Manager,4,10.4,Actuals
1637,Human Resources,Team1,Cost Effective,Senior Manager,4,1.523809524,Actuals
1638,Human Resources,Team1,High Cost,Senior Manager,4,13.43809524,Actuals
1639,Human Resources,Team1,Cost Effective,Senior Manager,4,3.428571429,Actuals
1640,Human Resources,Team1,High Cost,Senior Manager,4,22.4952381,Actuals
1641,Human Resources,Team2,Cost Effective,Senior Manager,4,0.19047619,Actuals
1642,Human Resources,Team2,High Cost,Senior Manager,4,0.361904762,Actuals
1643,Human Resources,Team2,Cost Effective,Senior Manager,4,15.83333333,Actuals
1644,Human Resources,Team2,High Cost,Senior Manager,4,23.84761905,Actuals
1645,Human Resources,Team2,High Cost,Senior Manager,4,0.571428571,Actuals
1648,Legal,Team2,Cost Effective,Senior Manager,4,3.428571429,Actuals
1649,Legal,Team2,High Cost,Senior Manager,4,11.48571429,Actuals
1650,Legal,Team2,Cost Effective,Senior Manager,4,0.19047619,Actuals
1651,Legal,Team2,High Cost,Senior Manager,4,2.476190476,Actuals
1652,Legal,Team2,High Cost,Senior Manager,4,0.723809524,Actuals
1653,Legal,Team2,Cost Effective,Senior Manager,4,2.476190476,Actuals
1654,Legal,Team2,High Cost,Senior Manager,4,0.19047619,Actuals
1655,Legal,Team2,Cost Effective,Senior Manager,4,0.19047619,Actuals
1656,Legal,Team2,High Cost,Senior Manager,4,1.333333333,Actuals
1657,Legal,Team2,Cost Effective,Senior Manager,4,0.19047619,Actuals
1658,Legal,Team2,High Cost,Senior Manager,4,1.142857143,Actuals
1659,Legal,Team2,Cost Effective,Senior Manager,4,0.380952381,Actuals
1660,Legal,Team2,High Cost,Senior Manager,4,2.666666667,Actuals
1661,Legal,Team2,Cost Effective,Senior Manager,4,2.285714286,Actuals
1662,Legal,Team2,High Cost,Senior Manager,4,42.62857143,Actuals
1763,CIO,,High Cost,Consultant,4,19.79485714,Actuals
1765,FINANCE,Team1,Cost Effective,Consultant,4,42.4952381,Actuals
1766,FINANCE,Team1,High Cost,Consultant,4,14.25790476,Actuals
1767,FINANCE,Team1,Cost Effective,Consultant,4,25.71428571,Actuals
1768,FINANCE,Team1,High Cost,Consultant,4,9.285714286,Actuals
1769,FINANCE,Team1,Cost Effective,Consultant,4,2.476190476,Actuals
1770,FINANCE,Team1,High Cost,Consultant,4,2.095238095,Actuals
1771,FINANCE,Team2,Cost Effective,Consultant,4,9.523809524,Actuals
1772,FINANCE,Team2,Cost Effective,Consultant,4,15.80952381,Actuals
1773,FINANCE,Team2,High Cost,Consultant,4,8,Actuals
1774,FINANCE,Team2,Cost Effective,Consultant,4,3.428571429,Actuals
1775,FINANCE,Team2,High Cost,Consultant,4,6.771428571,Actuals
1786,Human Resources,Team1,Cost Effective,Consultant,4,2.095238095,Actuals
1787,Human Resources,Team1,High Cost,Consultant,4,5.880952381,Actuals
1788,Human Resources,Team1,High Cost,Consultant,4,0.19047619,Actuals
1789,Human Resources,Team1,Cost Effective,Consultant,4,11.23809524,Actuals
1790,Human Resources,Team1,High Cost,Consultant,4,11.17980952,Actuals
1791,Human Resources,Team2,Cost Effective,Consultant,4,0.19047619,Actuals
1792,Human Resources,Team2,Cost Effective,Consultant,4,56.73333333,Actuals
1793,Human Resources,Team2,High Cost,Consultant,4,74.02609524,Actuals
1794,Human Resources,Team2,Cost Effective,Consultant,4,0.571428571,Actuals
1795,Human Resources,Team2,High Cost,Consultant,4,0.380952381,Actuals
1798,Legal,Team2,Cost Effective,Consultant,4,0.380952381,Actuals
1799,Legal,Team2,High Cost,Consultant,4,0.19047619,Actuals
1800,Legal,Team2,Cost Effective,Consultant,4,1.142857143,Actuals
1801,Legal,Team2,High Cost,Consultant,4,1.142857143,Actuals
1802,Legal,Team2,High Cost,Consultant,4,0.571428571,Actuals
1803,Legal,Team2,Cost Effective,Consultant,4,0.380952381,Actuals
1804,Legal,Team2,High Cost,Consultant,4,0.19047619,Actuals
1805,Legal,Team2,High Cost,Consultant,4,0.19047619,Actuals
1806,Legal,Team2,Cost Effective,Consultant,4,34.08571429,Actuals
1807,Legal,Team2,High Cost,Consultant,4,0.19047619,Actuals
1808,Legal,Team2,High Cost,Consultant,4,0.380952381,Actuals
1809,Legal,Team2,High Cost,Consultant,4,0.19047619,Actuals
1810,Legal,Team2,High Cost,Consultant,4,0.19047619,Actuals
1811,Legal,Team2,Cost Effective,Consultant,4,5.142857143,Actuals
1812,Legal,Team2,High Cost,Consultant,4,36.25238095,Actuals
1950,CIO,,High Cost,Analyst,5,8.571428571,Actuals
1952,FINANCE,Team1,Cost Effective,Analyst,5,107.1904762,Actuals
1953,FINANCE,Team1,High Cost,Analyst,5,13.45714286,Actuals
1954,FINANCE,Team1,Cost Effective,Analyst,5,25.23809524,Actuals
1955,FINANCE,Team1,High Cost,Analyst,5,1.333333333,Actuals
1956,FINANCE,Team1,Cost Effective,Analyst,5,2.095238095,Actuals
1957,FINANCE,Team1,High Cost,Analyst,5,0.761904762,Actuals
1958,FINANCE,Team2,Cost Effective,Analyst,5,5.142857143,Actuals
1959,FINANCE,Team2,Cost Effective,Analyst,5,35.04761905,Actuals
1960,FINANCE,Team2,High Cost,Analyst,5,5.028571429,Actuals
1961,FINANCE,Team2,Cost Effective,Analyst,5,3.047619048,Actuals
1962,FINANCE,Team2,High Cost,Analyst,5,3.238095238,Actuals
1971,Human Resources,Team1,Cost Effective,Analyst,5,0.380952381,Actuals
1972,Human Resources,Team1,High Cost,Analyst,5,0.19047619,Actuals
1973,Human Resources,Team1,Cost Effective,Analyst,5,3.619047619,Actuals
1974,Human Resources,Team1,High Cost,Analyst,5,1.904761905,Actuals
1975,Human Resources,Team2,Cost Effective,Analyst,5,107.3428571,Actuals
1976,Human Resources,Team2,High Cost,Analyst,5,65.56038095,Actuals
1979,Legal,Team2,Cost Effective,Analyst,5,0.380952381,Actuals
1980,Legal,Team2,Cost Effective,Analyst,5,0.19047619,Actuals
1981,Legal,Team2,High Cost,Analyst,5,0.19047619,Actuals
1982,Legal,Team2,Cost Effective,Analyst,5,1.523809524,Actuals
1983,Legal,Team2,High Cost,Analyst,5,0.19047619,Actuals
1984,Legal,Team2,Cost Effective,Analyst,5,56.28819048,Actuals
1985,Legal,Team2,High Cost,Analyst,5,0.952380952,Actuals
1986,Legal,Team2,Cost Effective,Analyst,5,1.714285714,Actuals
1987,Legal,Team2,High Cost,Analyst,5,12.64761905,Actuals
2047,CIO,,High Cost,Associate,5,2.476190476,Actuals
2048,FINANCE,Team1,Cost Effective,Associate,5,16.19047619,Actuals
2049,FINANCE,Team1,High Cost,Associate,5,0.750095238,Actuals
2050,FINANCE,Team1,Cost Effective,Associate,5,3.428571429,Actuals
2051,FINANCE,Team2,Cost Effective,Associate,5,32.76190476,Actuals
2052,FINANCE,Team2,High Cost,Associate,5,1.447619048,Actuals
2053,FINANCE,Team2,Cost Effective,Associate,5,0.761904762,Actuals
2057,Human Resources,Team2,Cost Effective,Associate,5,33.04761905,Actuals
2058,Human Resources,Team2,High Cost,Associate,5,8.376190476,Actuals
2060,Legal,Team2,Cost Effective,Associate,5,1.333333333,Actuals
2061,Legal,Team2,Cost Effective,Associate,5,12.95238095,Actuals
2062,Legal,Team2,High Cost,Associate,5,0.761904762,Actuals
2088,CIO,,High Cost,Senior Manager,5,3.39047619,Actuals
2091,FINANCE,Team1,Cost Effective,Senior Manager,5,0.571428571,Actuals
2092,FINANCE,Team1,High Cost,Senior Manager,5,1.142857143,Actuals
2093,FINANCE,Team1,Cost Effective,Senior Manager,5,1.142857143,Actuals
2094,FINANCE,Team1,High Cost,Senior Manager,5,2.095238095,Actuals
2095,FINANCE,Team1,High Cost,Senior Manager,5,0.571428571,Actuals
2096,FINANCE,Team2,Cost Effective,Senior Manager,5,0.571428571,Actuals
2097,FINANCE,Team2,High Cost,Senior Manager,5,2.285714286,Actuals
2098,FINANCE,Team2,Cost Effective,Senior Manager,5,0.761904762,Actuals
2099,FINANCE,Team2,High Cost,Senior Manager,5,1.333333333,Actuals
2100,FINANCE,Team2,High Cost,Senior Manager,5,3.428571429,Actuals
2112,Human Resources,Team1,Cost Effective,Senior Manager,5,0.380952381,Actuals
2113,Human Resources,Team1,High Cost,Senior Manager,5,5.68647619,Actuals
2114,Human Resources,Team1,Cost Effective,Senior Manager,5,0.380952381,Actuals
2115,Human Resources,Team1,High Cost,Senior Manager,5,5.847619048,Actuals
2116,Human Resources,Team2,High Cost,Senior Manager,5,0.19047619,Actuals
2117,Human Resources,Team2,Cost Effective,Senior Manager,5,3.952380952,Actuals
2118,Human Resources,Team2,High Cost,Senior Manager,5,4.952380952,Actuals
2119,Human Resources,Team2,High Cost,Senior Manager,5,0.19047619,Actuals
2121,Legal,Team2,High Cost,Senior Manager,5,0.19047619,Actuals
2122,Legal,Team2,Cost Effective,Senior Manager,5,0.19047619,Actuals
2123,Legal,Team2,High Cost,Senior Manager,5,1.333333333,Actuals
2124,Legal,Team2,High Cost,Senior Manager,5,0.19047619,Actuals
2125,Legal,Team2,High Cost,Senior Manager,5,0.380952381,Actuals
2126,Legal,Team2,Cost Effective,Senior Manager,5,0.19047619,Actuals
2127,Legal,Team2,High Cost,Senior Manager,5,0.19047619,Actuals
2128,Legal,Team2,High Cost,Senior Manager,5,0.761904762,Actuals
2129,Legal,Team2,High Cost,Senior Manager,5,0.761904762,Actuals
2130,Legal,Team2,High Cost,Senior Manager,5,0.342857143,Actuals
2131,Legal,Team2,Cost Effective,Senior Manager,5,0.380952381,Actuals
2132,Legal,Team2,High Cost,Senior Manager,5,4.761904762,Actuals
2151,CIO,,Cost Effective,Senior Manager,5,0.380952381,Actuals
2152,CIO,,High Cost,Senior Manager,5,21.28571429,Actuals
2156,FINANCE,Team1,Cost Effective,Senior Manager,5,4.952380952,Actuals
2157,FINANCE,Team1,High Cost,Senior Manager,5,11.67619048,Actuals
2158,FINANCE,Team1,Cost Effective,Senior Manager,5,4.761904762,Actuals
2159,FINANCE,Team1,High Cost,Senior Manager,5,10.59047619,Actuals
2160,FINANCE,Team1,Cost Effective,Senior Manager,5,0.952380952,Actuals
2161,FINANCE,Team1,High Cost,Senior Manager,5,3.238095238,Actuals
2162,FINANCE,Team2,Cost Effective,Senior Manager,5,2.666666667,Actuals
2163,FINANCE,Team2,High Cost,Senior Manager,5,12.0047619,Actuals
2164,FINANCE,Team2,Cost Effective,Senior Manager,5,3.238095238,Actuals
2165,FINANCE,Team2,High Cost,Senior Manager,5,6.647619048,Actuals
2166,FINANCE,Team2,Cost Effective,Senior Manager,5,1.523809524,Actuals
2167,FINANCE,Team2,High Cost,Senior Manager,5,10.78095238,Actuals
2178,Human Resources,Team1,Cost Effective,Senior Manager,5,1.333333333,Actuals
2179,Human Resources,Team1,High Cost,Senior Manager,5,13.62857143,Actuals
2180,Human Resources,Team1,Cost Effective,Senior Manager,5,3.047619048,Actuals
2181,Human Resources,Team1,High Cost,Senior Manager,5,22.83809524,Actuals
2182,Human Resources,Team2,Cost Effective,Senior Manager,5,0.19047619,Actuals
2183,Human Resources,Team2,High Cost,Senior Manager,5,0.361904762,Actuals
2184,Human Resources,Team2,Cost Effective,Senior Manager,5,16.21428571,Actuals
2185,Human Resources,Team2,High Cost,Senior Manager,5,23.46666667,Actuals
2186,Human Resources,Team2,High Cost,Senior Manager,5,0.571428571,Actuals
2189,Legal,Team2,Cost Effective,Senior Manager,5,3.428571429,Actuals
2190,Legal,Team2,High Cost,Senior Manager,5,11.67619048,Actuals
2191,Legal,Team2,Cost Effective,Senior Manager,5,0.19047619,Actuals
2192,Legal,Team2,High Cost,Senior Manager,5,2.666666667,Actuals
2193,Legal,Team2,High Cost,Senior Manager,5,0.723809524,Actuals
2194,Legal,Team2,Cost Effective,Senior Manager,5,2.285714286,Actuals
2195,Legal,Team2,High Cost,Senior Manager,5,0.19047619,Actuals
2196,Legal,Team2,Cost Effective,Senior Manager,5,0.19047619,Actuals
2197,Legal,Team2,High Cost,Senior Manager,5,1.333333333,Actuals
2198,Legal,Team2,Cost Effective,Senior Manager,5,0.19047619,Actuals
2199,Legal,Team2,High Cost,Senior Manager,5,1.142857143,Actuals
2200,Legal,Team2,Cost Effective,Senior Manager,5,0.571428571,Actuals
2201,Legal,Team2,High Cost,Senior Manager,5,2.666666667,Actuals
2202,Legal,Team2,Cost Effective,Senior Manager,5,2.285714286,Actuals
2203,Legal,Team2,High Cost,Senior Manager,5,42.03809524,Actuals
2302,CIO,,High Cost,Consultant,5,19.60438095,Actuals
2304,FINANCE,Team1,Cost Effective,Consultant,5,42.11428571,Actuals
2305,FINANCE,Team1,High Cost,Consultant,5,14.25790476,Actuals
