,Level3Name,Level4Name,Classification,ReportLine3,ProductivityCategory,GrossCostClassification,FiscalMonthNumber,Source,Amount
2899,CIO,CIO,Cost Effective,Capital Charge,Ops,Gross Cost,1,Actuals,5523.511111
2900,CIO,CIO,Cost Effective,Capital Charge,Ops,Gross Cost,2,Actuals,5016.512099
2901,CIO,CIO,Cost Effective,Capital Charge,Ops,Gross Cost,3,Actuals,5144.838519
2902,CIO,CIO,Cost Effective,Capital Charge,Ops,Gross Cost,4,Actuals,5114.760988
2903,CIO,CIO,Cost Effective,Capital Charge,Ops,Gross Cost,5,Actuals,4834.73037
2904,CIO,CIO,Cost Effective,Capital Charge,Ops,Gross Cost,6,Actuals,4560.521481
2905,CIO,CIO,Cost Effective,Capital Charge,Ops,Gross Cost,7,Actuals,4090.977284
2906,CIO,CIO,Cost Effective,Capital Charge,Ops,Gross Cost,8,Actuals,4147.101235
2907,CIO,CIO,Cost Effective,Capital Charge,Ops,Gross Cost,9,Actuals,4017.599012
2908,CIO,CIO,Cost Effective,Capital Charge,Ops,Gross Cost,10,Actuals,4118.419259
2909,CIO,CIO,Cost Effective,Capital Charge,Ops,Gross Cost,11,Actuals,4118.419259
2910,CIO,CIO,Cost Effective,Capital Charge,Ops,Gross Cost,12,Actuals,4118.419259
2911,CIO,CIO,Cost Effective,Client Entertainment,Ops,Gross Cost,1,Actuals,0.849382716
2912,CIO,CIO,Cost Effective,Client Entertainment,Ops,Gross Cost,2,Actuals,19.35012346
2913,CIO,CIO,Cost Effective,Client Entertainment,Ops,Gross Cost,3,Actuals,1.048888889
2914,CIO,CIO,Cost Effective,Client Entertainment,Ops,Gross Cost,9,Actuals,2.740740741
2915,CIO,CIO,Cost Effective,Client Entertainment,Ops,Gross Cost,10,Actuals,4.198518519
2916,CIO,CIO,Cost Effective,Client Entertainment,Ops,Gross Cost,11,Actuals,4.198518519
2917,CIO,CIO,Cost Effective,Client Entertainment,Ops,Gross Cost,12,Actuals,4.198518519
2918,CIO,CIO,Cost Effective,Client Entertainment,MD&I,Gross Cost,1,Actuals,2.15654321
2919,CIO,CIO,Cost Effective,Client Entertainment,MD&I,Gross Cost,2,Actuals,16.87259259
2920,CIO,CIO,Cost Effective,Client Entertainment,MD&I,Gross Cost,3,Actuals,6.116049383
2921,CIO,CIO,Cost Effective,Client Entertainment,MD&I,Gross Cost,4,Actuals,4.224197531
2922,CIO,CIO,Cost Effective,Client Entertainment,MD&I,Gross Cost,5,Actuals,8.136296296
2923,CIO,CIO,Cost Effective,Client Entertainment,MD&I,Gross Cost,6,Actuals,5.531358025
2924,CIO,CIO,Cost Effective,Client Entertainment,MD&I,Gross Cost,7,Actuals,0.226666667
2925,CIO,CIO,Cost Effective,Client Entertainment,MD&I,Gross Cost,8,Actuals,3.825679012
2926,CIO,CIO,Cost Effective,Client Entertainment,MD&I,Gross Cost,9,Actuals,6.517037037
2927,CIO,CIO,Cost Effective,Client Entertainment,MD&I,Gross Cost,10,Actuals,-4.938765432
2928,CIO,CIO,Cost Effective,Client Entertainment,MD&I,Gross Cost,11,Actuals,-4.938765432
2929,CIO,CIO,Cost Effective,Client Entertainment,MD&I,Gross Cost,12,Actuals,-4.938765432
2930,CIO,CIO,Cost Effective,Deployed Payroll,Ops,Gross Cost,1,Actuals,1633.836543
2931,CIO,CIO,Cost Effective,Deployed Payroll,Ops,Gross Cost,2,Actuals,1533.963457
2932,CIO,CIO,Cost Effective,Deployed Payroll,Ops,Gross Cost,3,Actuals,1781.245432
2933,CIO,CIO,Cost Effective,Deployed Payroll,Ops,Gross Cost,4,Actuals,1994.992593
2934,CIO,CIO,Cost Effective,Deployed Payroll,Ops,Gross Cost,5,Actuals,1980.892346
2935,CIO,CIO,Cost Effective,Deployed Payroll,Ops,Gross Cost,6,Actuals,1916.484938
2936,CIO,CIO,Cost Effective,Deployed Payroll,Ops,Gross Cost,7,Actuals,2051.199012
2937,CIO,CIO,Cost Effective,Deployed Payroll,Ops,Gross Cost,8,Actuals,2046.94963
2938,CIO,CIO,Cost Effective,Deployed Payroll,Ops,Gross Cost,9,Actuals,2004.060247
2939,CIO,CIO,Cost Effective,Deployed Payroll,Ops,Gross Cost,10,Actuals,2603.978272
2940,CIO,CIO,Cost Effective,Deployed Payroll,Ops,Gross Cost,11,Actuals,2603.978272
2941,CIO,CIO,Cost Effective,Deployed Payroll,Ops,Gross Cost,12,Actuals,2603.978272
2942,CIO,CIO,Cost Effective,Depreciation,Ops,Gross Cost,1,Actuals,27804.92889
2943,CIO,CIO,Cost Effective,Depreciation,Ops,Gross Cost,2,Actuals,26591.30963
2944,CIO,CIO,Cost Effective,Depreciation,Ops,Gross Cost,3,Actuals,27168.25185
2945,CIO,CIO,Cost Effective,Depreciation,Ops,Gross Cost,4,Actuals,26407.06864
2946,CIO,CIO,Cost Effective,Depreciation,Ops,Gross Cost,5,Actuals,27300.44198
2947,CIO,CIO,Cost Effective,Depreciation,Ops,Gross Cost,6,Actuals,26048.74025
2948,CIO,CIO,Cost Effective,Depreciation,Ops,Gross Cost,7,Actuals,24379.96938
2949,CIO,CIO,Cost Effective,Depreciation,Ops,Gross Cost,8,Actuals,24289.84099
2950,CIO,CIO,Cost Effective,Depreciation,Ops,Gross Cost,9,Actuals,24695.42519
2951,CIO,CIO,Cost Effective,Depreciation,Ops,Gross Cost,10,Actuals,23298.60099
2952,CIO,CIO,Cost Effective,Depreciation,Ops,Gross Cost,11,Actuals,23298.60099
2953,CIO,CIO,Cost Effective,Depreciation,Ops,Gross Cost,12,Actuals,23298.60099
2954,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,1,Actuals,4.990617284
2955,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,2,Actuals,180.5703704
2956,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,3,Actuals,189.5046914
2957,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,4,Actuals,187.2320988
2958,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,5,Actuals,189.5338272
2959,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,6,Actuals,185.5807407
2960,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,7,Actuals,187.1516049
2961,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,8,Actuals,197.3955556
2962,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,9,Actuals,240.9965432
2963,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,10,Actuals,245.545679
2964,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,11,Actuals,245.545679
2965,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,12,Actuals,245.545679
2966,CIO,CIO,Cost Effective,Discretionary Price List Services,MD&I,Non-Gross Cost,1,Actuals,47.64938272
2967,CIO,CIO,Cost Effective,Discretionary Price List Services,MD&I,Non-Gross Cost,2,Actuals,223.4706173
2968,CIO,CIO,Cost Effective,Discretionary Price List Services,MD&I,Non-Gross Cost,3,Actuals,263.7353086
2969,CIO,CIO,Cost Effective,Discretionary Price List Services,MD&I,Non-Gross Cost,4,Actuals,172.2958025
2970,CIO,CIO,Cost Effective,Discretionary Price List Services,MD&I,Non-Gross Cost,5,Actuals,216.0745679
2971,CIO,CIO,Cost Effective,Discretionary Price List Services,MD&I,Non-Gross Cost,6,Actuals,221.2454321
2972,CIO,CIO,Cost Effective,Discretionary Price List Services,MD&I,Non-Gross Cost,7,Actuals,214.6819753
2973,CIO,CIO,Cost Effective,Discretionary Price List Services,MD&I,Non-Gross Cost,8,Actuals,248.0711111
2974,CIO,CIO,Cost Effective,Discretionary Price List Services,MD&I,Non-Gross Cost,9,Actuals,191.2666667
2975,CIO,CIO,Cost Effective,Discretionary Price List Services,MD&I,Non-Gross Cost,10,Actuals,246.6419753
2976,CIO,CIO,Cost Effective,Discretionary Price List Services,MD&I,Non-Gross Cost,11,Actuals,246.6419753
2977,CIO,CIO,Cost Effective,Discretionary Price List Services,MD&I,Non-Gross Cost,12,Actuals,246.6419753
2978,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,1,Actuals,0.93382716
2979,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,2,Actuals,1.292345679
2980,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,3,Actuals,0.818271605
2981,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,4,Actuals,0.799506173
2982,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,5,Actuals,26.05283951
2983,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,6,Actuals,0.849876543
2984,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,7,Actuals,2.152592593
2985,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,8,Actuals,0.802469136
2986,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,9,Actuals,2.616790123
2987,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,10,Actuals,5.679506173
2988,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,11,Actuals,5.679506173
2989,CIO,CIO,Cost Effective,Discretionary Price List Services,Ops,Non-Gross Cost,12,Actuals,5.679506173
2990,CIO,CIO,Cost Effective,Employment Costs,Ops,Gross Cost,1,Actuals,21.67209877
2991,CIO,CIO,Cost Effective,Employment Costs,Ops,Gross Cost,2,Actuals,327.1846914
2992,CIO,CIO,Cost Effective,Employment Costs,Ops,Gross Cost,3,Actuals,90.76987654
2993,CIO,CIO,Cost Effective,Employment Costs,Ops,Gross Cost,4,Actuals,172.1135802
2994,CIO,CIO,Cost Effective,Employment Costs,Ops,Gross Cost,5,Actuals,55.63407407
2995,CIO,CIO,Cost Effective,Employment Costs,Ops,Gross Cost,6,Actuals,1054.501235
2996,CIO,CIO,Cost Effective,Employment Costs,Ops,Gross Cost,7,Actuals,138.4691358
2997,CIO,CIO,Cost Effective,Employment Costs,Ops,Gross Cost,8,Actuals,196.8103704
2998,CIO,CIO,Cost Effective,Employment Costs,Ops,Gross Cost,9,Actuals,246.0632099
2999,CIO,CIO,Cost Effective,Employment Costs,Ops,Gross Cost,10,Actuals,134.8849383
3000,CIO,CIO,Cost Effective,Employment Costs,Ops,Gross Cost,11,Actuals,134.8849383
3001,CIO,CIO,Cost Effective,Employment Costs,Ops,Gross Cost,12,Actuals,134.8849383
3002,CIO,CIO,Cost Effective,Employment Costs,MD&I,Gross Cost,1,Actuals,328.8424691
3003,CIO,CIO,Cost Effective,Employment Costs,MD&I,Gross Cost,1,Forecast,2.469135802
3004,CIO,CIO,Cost Effective,Employment Costs,MD&I,Gross Cost,2,Actuals,1.05037037
3005,CIO,CIO,Cost Effective,Employment Costs,MD&I,Gross Cost,2,Forecast,2.469135802
3006,CIO,CIO,Cost Effective,Employment Costs,MD&I,Gross Cost,3,Actuals,681.7624691
3007,CIO,CIO,Cost Effective,Employment Costs,MD&I,Gross Cost,3,Forecast,2.469135802
3008,CIO,CIO,Cost Effective,Employment Costs,MD&I,Gross Cost,4,Actuals,228.597037
3009,CIO,CIO,Cost Effective,Employment Costs,MD&I,Gross Cost,4,Forecast,2.469135802
3010,CIO,CIO,Cost Effective,Employment Costs,MD&I,Gross Cost,5,Actuals,269.5832099
3011,CIO,CIO,Cost Effective,Employment Costs,MD&I,Gross Cost,5,Forecast,2.469135802
3012,CIO,CIO,Cost Effective,Employment Costs,MD&I,Gross Cost,6,Actuals,227.3353086
3013,CIO,CIO,Cost Effective,Employment Costs,MD&I,Gross Cost,6,Forecast,2.469135802
3014,CIO,CIO,Cost Effective,Employment Costs,MD&I,Gross Cost,7,Actuals,295.5516049
3015,CIO,CIO,Cost Effective,Employment Costs,MD&I,Gross Cost,7,Forecast,2.469135802
3016,CIO,CIO,Cost Effective,Employment Costs,MD&I,Gross Cost,8,Actuals,342.3688889
3017,CIO,CIO,Cost Effective,Employment Costs,MD&I,Gross Cost,8,Forecast,2.469135802
3018,CIO,CIO,Cost Effective,Employment Costs,MD&I,Gross Cost,9,Actuals,271.9985185
3019,CIO,CIO,Cost Effective,Employment Costs,MD&I,Gross Cost,9,Forecast,2.469135802
3020,CIO,CIO,Cost Effective,Employment Costs,MD&I,Gross Cost,10,Actuals,455.9906173
3021,CIO,CIO,Cost Effective,Employment Costs,MD&I,Gross Cost,10,Forecast,2.469135802
3022,CIO,CIO,Cost Effective,Employment Costs,MD&I,Gross Cost,11,Actuals,455.9906173
3023,CIO,CIO,Cost Effective,Employment Costs,MD&I,Gross Cost,11,Forecast,2.469135802
3024,CIO,CIO,Cost Effective,Employment Costs,MD&I,Gross Cost,12,Actuals,455.9906173
3025,CIO,CIO,Cost Effective,Employment Costs,MD&I,Gross Cost,12,Forecast,2.469135802
3026,CIO,CIO,Cost Effective,Employment Costs,Ops,Gross Cost,1,Forecast,9.87654321
3027,CIO,CIO,Cost Effective,Employment Costs,Ops,Gross Cost,2,Forecast,9.87654321
3028,CIO,CIO,Cost Effective,Employment Costs,Ops,Gross Cost,3,Forecast,9.87654321
3029,CIO,CIO,Cost Effective,Employment Costs,Ops,Gross Cost,4,Forecast,9.87654321
3030,CIO,CIO,Cost Effective,Employment Costs,Ops,Gross Cost,5,Forecast,9.87654321
3031,CIO,CIO,Cost Effective,Employment Costs,Ops,Gross Cost,6,Forecast,9.87654321
3032,CIO,CIO,Cost Effective,Employment Costs,Ops,Gross Cost,7,Forecast,9.87654321
3033,CIO,CIO,Cost Effective,Employment Costs,Ops,Gross Cost,8,Forecast,9.87654321
3034,CIO,CIO,Cost Effective,Employment Costs,Ops,Gross Cost,9,Forecast,9.87654321
3035,CIO,CIO,Cost Effective,Employment Costs,Ops,Gross Cost,10,Forecast,9.87654321
3036,CIO,CIO,Cost Effective,Employment Costs,Ops,Gross Cost,11,Forecast,9.87654321
3037,CIO,CIO,Cost Effective,Employment Costs,Ops,Gross Cost,12,Forecast,9.87654321
3038,CIO,CIO,Cost Effective,Employment Costs,Ops,Gross Cost,3,Actuals,3.47308642
3039,CIO,CIO,Cost Effective,Employment Costs,Ops,Gross Cost,4,Actuals,0.019259259
3040,CIO,CIO,Cost Effective,Employment Costs,Ops,Gross Cost,7,Actuals,0.002469136
3041,CIO,CIO,Cost Effective,Employment Costs,Ops,Gross Cost,8,Actuals,0.445925926
3042,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,1,Actuals,744.2034568
3043,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,2,Actuals,356.7367901
3044,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,3,Actuals,242.7323457
3045,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,4,Actuals,407.3190123
3046,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,5,Actuals,662.3525926
3047,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,6,Actuals,471.8953086
3048,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,7,Actuals,326.5111111
3049,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,8,Actuals,922.7392593
3050,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,9,Actuals,1941.336296
3051,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,10,Actuals,-489.9980247
3052,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,11,Actuals,-489.9980247
3053,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,12,Actuals,-489.9980247
3054,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",MD&I,Gross Cost,1,Actuals,152.1130864
3055,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",MD&I,Gross Cost,2,Actuals,250.0967901
3056,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",MD&I,Gross Cost,3,Actuals,273.9259259
3057,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",MD&I,Gross Cost,4,Actuals,185.1649383
3058,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",MD&I,Gross Cost,5,Actuals,507.9664198
3059,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",MD&I,Gross Cost,6,Actuals,203.065679
3060,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",MD&I,Gross Cost,7,Actuals,455.6088889
3061,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",MD&I,Gross Cost,8,Actuals,416.5817284
3062,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",MD&I,Gross Cost,9,Actuals,671.3945679
3063,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",MD&I,Gross Cost,10,Actuals,581.0839506
3064,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",MD&I,Gross Cost,11,Actuals,581.0839506
3065,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",MD&I,Gross Cost,12,Actuals,581.0839506
3066,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,1,Actuals,1207.205432
3067,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,2,Actuals,472.2641975
3068,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,3,Actuals,247.4276543
3069,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,4,Actuals,1498.175309
3070,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,5,Actuals,325.5116049
3071,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,6,Actuals,296.9076543
3072,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,7,Actuals,125.1348148
3073,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,8,Actuals,394.7703704
3074,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,9,Actuals,-573.682963
3075,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,10,Actuals,361.182716
3076,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,11,Actuals,361.182716
3077,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,12,Actuals,361.182716
3078,CIO,CIO,Cost Effective,"Equip, Svcs & Maint",Ops,Gross Cost,5,Actuals,0.00345679
3079,CIO,CIO,Cost Effective,Geographic Charge on Deployed,Ops,Non-Gross Cost,1,Actuals,18.24444444
3080,CIO,CIO,Cost Effective,Geographic Charge on Deployed,Ops,Non-Gross Cost,2,Actuals,17.94222222
3081,CIO,CIO,Cost Effective,Geographic Charge on Deployed,Ops,Non-Gross Cost,3,Actuals,19.56691358
3082,CIO,CIO,Cost Effective,Geographic Charge on Deployed,Ops,Non-Gross Cost,4,Actuals,16.99604938
3083,CIO,CIO,Cost Effective,Geographic Charge on Deployed,Ops,Non-Gross Cost,5,Actuals,17.18271605
3084,CIO,CIO,Cost Effective,Geographic Charge on Deployed,Ops,Non-Gross Cost,6,Actuals,17.49777778
3085,CIO,CIO,Cost Effective,Geographic Charge on Deployed,Ops,Non-Gross Cost,7,Actuals,38.42962963
3086,CIO,CIO,Cost Effective,Geographic Charge on Deployed,Ops,Non-Gross Cost,8,Actuals,31.74666667
3087,CIO,CIO,Cost Effective,Geographic Charge on Deployed,Ops,Non-Gross Cost,9,Actuals,34.95012346
3088,CIO,CIO,Cost Effective,Geographic Charge on Deployed,Ops,Non-Gross Cost,10,Actuals,78.94271605
3089,CIO,CIO,Cost Effective,Geographic Charge on Deployed,Ops,Non-Gross Cost,11,Actuals,78.94271605
3090,CIO,CIO,Cost Effective,Geographic Charge on Deployed,Ops,Non-Gross Cost,12,Actuals,78.94271605
3091,CIO,CIO,Cost Effective,Global Business Costs,Ops,Gross Cost,5,Actuals,0.009876543
3092,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,1,Actuals,64037.57926
3093,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,2,Actuals,59425.67704
3094,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,3,Actuals,67076.46519
3095,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,4,Actuals,55359.3516
3096,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,5,Actuals,66474.45284
3097,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,6,Actuals,65841.45432
3098,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,7,Actuals,66353.48099
3099,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,8,Actuals,59788.98469
3100,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,9,Actuals,71890.56543
3101,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,10,Actuals,62261.2237
3102,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,11,Actuals,62261.2237
3103,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,12,Actuals,62261.2237
3104,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,MD&I,Non-Gross Cost,1,Actuals,70365.0642
3105,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,MD&I,Non-Gross Cost,1,Forecast,431.0393488
3106,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,MD&I,Non-Gross Cost,2,Actuals,77173.88346
3107,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,MD&I,Non-Gross Cost,2,Forecast,524.8892479
3108,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,MD&I,Non-Gross Cost,3,Actuals,78035.9921
3109,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,MD&I,Non-Gross Cost,3,Forecast,446.8443369
3110,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,MD&I,Non-Gross Cost,4,Actuals,77069.87506
3111,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,MD&I,Non-Gross Cost,4,Forecast,216.7647788
3112,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,MD&I,Non-Gross Cost,5,Actuals,84769.58568
3113,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,MD&I,Non-Gross Cost,5,Forecast,291.129338
3114,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,MD&I,Non-Gross Cost,6,Actuals,87585.05383
3115,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,MD&I,Non-Gross Cost,6,Forecast,257.90262
3116,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,MD&I,Non-Gross Cost,7,Actuals,88503.05531
3117,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,MD&I,Non-Gross Cost,7,Forecast,284.8004394
3118,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,MD&I,Non-Gross Cost,8,Actuals,87316.68741
3119,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,MD&I,Non-Gross Cost,8,Forecast,253.1559461
3120,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,MD&I,Non-Gross Cost,9,Actuals,100147.6598
3121,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,MD&I,Non-Gross Cost,9,Forecast,283.2182147
3122,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,MD&I,Non-Gross Cost,10,Actuals,81011.21679
3123,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,MD&I,Non-Gross Cost,10,Forecast,242.0803734
3124,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,MD&I,Non-Gross Cost,11,Actuals,81011.21679
3125,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,MD&I,Non-Gross Cost,11,Forecast,314.862708
3126,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,MD&I,Non-Gross Cost,12,Actuals,81011.21679
3127,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,MD&I,Non-Gross Cost,12,Forecast,251.5737214
3128,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,1,Actuals,-1489.066667
3129,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,1,Forecast,1166.968279
3130,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,2,Actuals,-1848.146173
3131,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,2,Forecast,1497.209207
3132,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,3,Actuals,-1674.563951
3133,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,3,Forecast,1263.570297
3134,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,4,Actuals,-1757.404444
3135,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,4,Forecast,1211.8546
3136,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,5,Actuals,-1936.77037
3137,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,5,Forecast,1370.701543
3138,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,6,Actuals,-1713.454321
3139,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,6,Forecast,1245.131291
3140,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,7,Actuals,-1771.774815
3141,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,7,Forecast,1358.215064
3142,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,8,Actuals,-2124.566914
3143,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,8,Forecast,1241.768055
3144,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,9,Actuals,-2135.70716
3145,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,9,Forecast,1376.099127
3146,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,10,Actuals,-2079.775309
3147,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,10,Forecast,1192.90941
3148,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,11,Actuals,-2079.775309
3149,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,11,Forecast,1486.544512
3150,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,12,Actuals,-2079.775309
3151,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,12,Forecast,1247.648871
