,Level3Name,Level4Name,Classification,ReportLine3,ProductivityCategory,GrossCostClassification,FiscalMonthNumber,Source,Amount
35546,Legal,Team1,High Cost,Other Transfer Costs,Ops,Gross Cost,2,Forecast,-2057.777778
35547,Legal,Team1,High Cost,Other Transfer Costs,Ops,Gross Cost,3,Forecast,-2057.777778
35548,Legal,Team1,High Cost,Other Transfer Costs,Ops,Gross Cost,4,Forecast,-2057.777778
35549,Legal,Team1,High Cost,Other Transfer Costs,Ops,Gross Cost,5,Forecast,-2057.777778
35550,Legal,Team1,High Cost,Other Transfer Costs,Ops,Gross Cost,6,Forecast,-2057.777778
35551,Legal,Team1,High Cost,Other Transfer Costs,Ops,Gross Cost,7,Forecast,-2057.777778
35552,Legal,Team1,High Cost,Other Transfer Costs,Ops,Gross Cost,8,Forecast,-2057.777778
35553,Legal,Team1,High Cost,Other Transfer Costs,Ops,Gross Cost,9,Forecast,-2057.777778
35554,Legal,Team1,High Cost,Other Transfer Costs,Ops,Gross Cost,10,Forecast,-2057.777778
35555,Legal,Team1,High Cost,Other Transfer Costs,Ops,Gross Cost,11,Forecast,-2057.777778
35556,Legal,Team1,High Cost,Other Transfer Costs,Ops,Gross Cost,12,Forecast,-2057.777778
35557,Legal,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,1,Actuals,1.643950617
35558,Legal,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,1,Forecast,6.648641975
35559,Legal,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,2,Actuals,1.484444444
35560,Legal,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,2,Forecast,6.648641975
35561,Legal,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,3,Actuals,1581.959506
35562,Legal,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,3,Forecast,1586.895556
35563,Legal,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,4,Actuals,2.277530864
35564,Legal,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,4,Forecast,6.648641975
35565,Legal,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,5,Actuals,1.831111111
35566,Legal,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,5,Forecast,6.648641975
35567,Legal,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,6,Actuals,2.677037037
35568,Legal,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,6,Forecast,6.648641975
35569,Legal,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,7,Actuals,2.438518519
35570,Legal,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,7,Forecast,6.648641975
35571,Legal,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,8,Actuals,-0.857777778
35572,Legal,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,8,Forecast,6.648641975
35573,Legal,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,9,Forecast,6.648641975
35574,Legal,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,10,Forecast,6.648641975
35575,Legal,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,11,Forecast,6.648641975
35576,Legal,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,12,Forecast,6.648641975
35577,Legal,Team1,High Cost,Other Transfer Costs,Ops,Gross Cost,1,Actuals,5.664197531
35578,Legal,Team1,High Cost,Other Transfer Costs,Ops,Gross Cost,2,Actuals,63.9254321
35579,Legal,Team1,High Cost,Other Transfer Costs,Ops,Gross Cost,3,Actuals,34.61333333
35580,Legal,Team1,High Cost,Other Transfer Costs,Ops,Gross Cost,4,Actuals,34.97580247
35581,Legal,Team1,High Cost,Other Transfer Costs,Ops,Gross Cost,5,Actuals,36.40790123
35582,Legal,Team1,High Cost,Other Transfer Costs,Ops,Gross Cost,6,Actuals,34.97580247
35583,Legal,Team1,High Cost,Other Transfer Costs,Ops,Gross Cost,7,Actuals,35.3382716
35584,Legal,Team1,High Cost,Other Transfer Costs,Ops,Gross Cost,8,Actuals,36.40790123
35585,Legal,Team1,High Cost,Other Transfer Costs,Ops,Gross Cost,9,Actuals,17.01530864
35586,Legal,Team1,High Cost,Other Transfer Costs,Ops,Gross Cost,10,Actuals,17.01530864
35587,Legal,Team1,High Cost,Other Transfer Costs,Ops,Gross Cost,11,Actuals,17.01530864
35588,Legal,Team1,High Cost,Other Transfer Costs,Ops,Gross Cost,12,Actuals,17.01530864
35589,Legal,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,9,Actuals,37.03703704
35590,Legal,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,1,Actuals,9.936296296
35591,Legal,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,3,Actuals,17.28395062
35592,Legal,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,5,Actuals,13.12641975
35593,Legal,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,6,Actuals,10.52148148
35594,Legal,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,7,Actuals,0.140740741
35595,Legal,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,8,Actuals,60.79012346
35596,Legal,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,10,Actuals,7.407407407
35597,Legal,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,11,Actuals,7.407407407
35598,Legal,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,12,Actuals,7.407407407
35599,Legal,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,1,Actuals,0.825679012
35600,Legal,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,2,Actuals,0.855308642
35601,Legal,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,3,Actuals,2.074074074
35602,Legal,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,4,Actuals,2.240987654
35603,Legal,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,5,Actuals,0.920987654
35604,Legal,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,6,Actuals,0.935308642
35605,Legal,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,7,Actuals,0.907160494
35606,Legal,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,8,Actuals,1.06617284
35607,Legal,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,9,Actuals,1.079012346
35608,Legal,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,10,Actuals,13.03901235
35609,Legal,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,11,Actuals,13.03901235
35610,Legal,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,12,Actuals,13.03901235
35611,Legal,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,1,Forecast,44.60213992
35612,Legal,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,2,Forecast,44.60213992
35613,Legal,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,3,Actuals,0.655308642
35614,Legal,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,3,Forecast,44.60213992
35615,Legal,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,4,Actuals,0.531358025
35616,Legal,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,4,Forecast,44.60213992
35617,Legal,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,5,Actuals,16.23901235
35618,Legal,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,5,Forecast,44.60213992
35619,Legal,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,6,Actuals,-0.12691358
35620,Legal,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,6,Forecast,44.60213992
35621,Legal,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,7,Actuals,11.44691358
35622,Legal,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,7,Forecast,44.60213992
35623,Legal,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,8,Actuals,7.624691358
35624,Legal,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,8,Forecast,44.60213992
35625,Legal,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,9,Actuals,3.814814815
35626,Legal,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,9,Forecast,44.60213992
35627,Legal,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,10,Actuals,7.955061728
35628,Legal,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,10,Forecast,44.60213992
35629,Legal,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,11,Actuals,7.955061728
35630,Legal,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,11,Forecast,44.60213992
35631,Legal,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,12,Actuals,7.955061728
35632,Legal,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,12,Forecast,44.60213992
35633,Legal,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,5,Actuals,1.613333333
35634,Legal,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,6,Actuals,8.185679012
35635,Legal,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,7,Actuals,0.012839506
35636,Legal,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,8,Actuals,0.004444444
35637,Legal,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,9,Actuals,4.135802469
35638,Legal,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,1,Actuals,14.22222222
35639,Legal,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,2,Actuals,19.55555556
35640,Legal,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,3,Actuals,19.47802469
35641,Legal,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,4,Actuals,21.33333333
35642,Legal,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,5,Actuals,21.33333333
35643,Legal,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,6,Actuals,21.33333333
35644,Legal,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,7,Actuals,21.33333333
35645,Legal,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,8,Actuals,21.33333333
35646,Legal,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,9,Actuals,21.33333333
35647,Legal,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,10,Actuals,17.55506173
35648,Legal,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,11,Actuals,17.55506173
35649,Legal,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,12,Actuals,17.55506173
35650,Legal,Team1,High Cost,Required Price List Services,Ops,Non-Gross Cost,1,Actuals,0.285432099
35651,Legal,Team1,High Cost,Required Price List Services,Ops,Non-Gross Cost,2,Actuals,0.202469136
35652,Legal,Team1,High Cost,Required Price List Services,Ops,Non-Gross Cost,3,Actuals,0.232592593
35653,Legal,Team1,High Cost,Required Price List Services,Ops,Non-Gross Cost,4,Actuals,0.292839506
35654,Legal,Team1,High Cost,Required Price List Services,Ops,Non-Gross Cost,5,Actuals,0.534814815
35655,Legal,Team1,High Cost,Required Price List Services,Ops,Non-Gross Cost,6,Actuals,0.385679012
35656,Legal,Team1,High Cost,Required Price List Services,Ops,Non-Gross Cost,7,Actuals,0.009876543
35657,Legal,Team1,High Cost,Required Price List Services,Ops,Non-Gross Cost,8,Actuals,-0.014320988
35658,Legal,Team1,High Cost,Required Price List Services,Ops,Non-Gross Cost,9,Actuals,3.490864198
35659,Legal,Team1,High Cost,Required Price List Services,Ops,Non-Gross Cost,10,Actuals,-3.490864198
35660,Legal,Team1,High Cost,Required Price List Services,Ops,Non-Gross Cost,11,Actuals,-3.490864198
35661,Legal,Team1,High Cost,Required Price List Services,Ops,Non-Gross Cost,12,Actuals,-3.490864198
35662,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,1,Actuals,26.50320988
35663,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,2,Actuals,29.20098765
35664,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,3,Actuals,26.08888889
35665,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,4,Actuals,25.64345679
35666,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,5,Actuals,26.75950617
35667,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,6,Actuals,19.6982716
35668,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,7,Actuals,73.02962963
35669,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,8,Actuals,248.2735802
35670,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,9,Actuals,19.76839506
35671,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,10,Actuals,19.76839506
35672,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,11,Actuals,19.76839506
35673,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,12,Actuals,19.76839506
35674,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,1,Actuals,2.579753086
35675,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,1,Forecast,24.99284325
35676,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,2,Actuals,13.6908642
35677,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,2,Forecast,24.99284325
35678,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,3,Actuals,2.579753086
35679,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,3,Forecast,24.99284325
35680,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,4,Actuals,13.6908642
35681,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,4,Forecast,24.99284325
35682,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,5,Actuals,1.76691358
35683,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,5,Forecast,24.99284325
35684,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,6,Actuals,6.063209877
35685,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,6,Forecast,24.99284325
35686,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,7,Actuals,12.09876543
35687,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,7,Forecast,24.99284325
35688,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,8,Actuals,0.987654321
35689,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,8,Forecast,24.99284325
35690,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,9,Actuals,0.987654321
35691,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,9,Forecast,24.99284325
35692,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,10,Actuals,0.987654321
35693,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,10,Forecast,24.99284325
35694,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,11,Actuals,0.987654321
35695,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,11,Forecast,24.99284325
35696,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,12,Actuals,0.987654321
35697,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,12,Forecast,24.99284325
35698,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,1,Actuals,2.417777778
35699,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,2,Actuals,0.295802469
35700,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,3,Actuals,0.286419753
35701,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,4,Actuals,0.285432099
35702,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,5,Actuals,0.287407407
35703,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,6,Actuals,0.287901235
35704,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,7,Actuals,0.285925926
35705,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,8,Actuals,0.283950617
35706,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,9,Actuals,0.280987654
35707,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,10,Actuals,4.182222222
35708,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,11,Actuals,4.182222222
35709,Legal,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,12,Actuals,4.182222222
35710,Legal,Team1,High Cost,Training Charges,Ops,Gross Cost,1,Forecast,106.2320988
35711,Legal,Team1,High Cost,Training Charges,Ops,Gross Cost,2,Forecast,106.2320988
35712,Legal,Team1,High Cost,Training Charges,Ops,Gross Cost,3,Forecast,106.2320988
35713,Legal,Team1,High Cost,Training Charges,Ops,Gross Cost,4,Forecast,133.4123457
35714,Legal,Team1,High Cost,Training Charges,Ops,Gross Cost,5,Forecast,133.4123457
35715,Legal,Team1,High Cost,Training Charges,Ops,Gross Cost,6,Forecast,133.4123457
35716,Legal,Team1,High Cost,Training Charges,Ops,Gross Cost,7,Forecast,186.9234568
35717,Legal,Team1,High Cost,Training Charges,Ops,Gross Cost,8,Forecast,186.9234568
35718,Legal,Team1,High Cost,Training Charges,Ops,Gross Cost,9,Forecast,186.9234568
35719,Legal,Team1,High Cost,Training Charges,Ops,Gross Cost,10,Forecast,214.1037037
35720,Legal,Team1,High Cost,Training Charges,Ops,Gross Cost,11,Forecast,214.1037037
35721,Legal,Team1,High Cost,Training Charges,Ops,Gross Cost,12,Forecast,214.1037037
35722,Legal,Team1,High Cost,Training Charges,Ops,Gross Cost,2,Actuals,6.419753086
35723,Legal,Team1,High Cost,Training Charges,Ops,Gross Cost,4,Actuals,16.2962963
35724,Legal,Team1,High Cost,Training Charges,Ops,Gross Cost,6,Actuals,11.11111111
35725,Legal,Team1,High Cost,Training Charges,Ops,Gross Cost,7,Actuals,25.92592593
35726,Legal,Team1,High Cost,Training Charges,Ops,Gross Cost,8,Actuals,48.88888889
35727,Legal,Team1,High Cost,Training Charges,Ops,Gross Cost,9,Actuals,20.88888889
35728,Legal,Team1,High Cost,Training Charges,Ops,Gross Cost,10,Actuals,859.2592593
35729,Legal,Team1,High Cost,Training Charges,Ops,Gross Cost,11,Actuals,859.2592593
35730,Legal,Team1,High Cost,Training Charges,Ops,Gross Cost,12,Actuals,859.2592593
35731,Legal,Team1,High Cost,Travel & Subsistence,Ops,Gross Cost,1,Actuals,47.78419753
35732,Legal,Team1,High Cost,Travel & Subsistence,Ops,Gross Cost,2,Actuals,19.67753086
35733,Legal,Team1,High Cost,Travel & Subsistence,Ops,Gross Cost,3,Actuals,38.61975309
35734,Legal,Team1,High Cost,Travel & Subsistence,Ops,Gross Cost,5,Actuals,57.84444444
35735,Legal,Team1,High Cost,Travel & Subsistence,Ops,Gross Cost,6,Actuals,29.14271605
35736,Legal,Team1,High Cost,Travel & Subsistence,Ops,Gross Cost,7,Actuals,139.2834568
35737,Legal,Team1,High Cost,Travel & Subsistence,Ops,Gross Cost,8,Actuals,229.7590123
35738,Legal,Team1,High Cost,Travel & Subsistence,Ops,Gross Cost,9,Actuals,450.0498765
35739,Legal,Team1,High Cost,Travel & Subsistence,Ops,Gross Cost,10,Actuals,241.8790123
35740,Legal,Team1,High Cost,Travel & Subsistence,Ops,Gross Cost,11,Actuals,241.8790123
35741,Legal,Team1,High Cost,Travel & Subsistence,Ops,Gross Cost,12,Actuals,241.8790123
35742,Legal,Team1,High Cost,Travel & Subsistence,Ops,Gross Cost,1,Actuals,1163.799012
35743,Legal,Team1,High Cost,Travel & Subsistence,Ops,Gross Cost,2,Actuals,1455.271111
35744,Legal,Team1,High Cost,Travel & Subsistence,Ops,Gross Cost,3,Actuals,-70.91703704
35745,Legal,Team1,High Cost,Travel & Subsistence,Ops,Gross Cost,4,Actuals,178.2241975
35746,Legal,Team1,High Cost,Travel & Subsistence,Ops,Gross Cost,5,Actuals,1614.411358
35747,Legal,Team1,High Cost,Travel & Subsistence,Ops,Gross Cost,6,Actuals,751.9945679
35748,Legal,Team1,High Cost,Travel & Subsistence,Ops,Gross Cost,7,Actuals,481.2948148
35749,Legal,Team1,High Cost,Travel & Subsistence,Ops,Gross Cost,8,Actuals,1350.319012
35750,Legal,Team1,High Cost,Travel & Subsistence,Ops,Gross Cost,9,Actuals,241.0711111
35751,Legal,Team1,High Cost,Travel & Subsistence,Ops,Gross Cost,10,Actuals,1009.52642
35752,Legal,Team1,High Cost,Travel & Subsistence,Ops,Gross Cost,11,Actuals,1009.52642
35753,Legal,Team1,High Cost,Travel & Subsistence,Ops,Gross Cost,12,Actuals,1009.52642
35754,Legal,Team1,High Cost,Travel & Subsistence,Ops,Gross Cost,1,Forecast,182.9958848
35755,Legal,Team1,High Cost,Travel & Subsistence,Ops,Gross Cost,2,Forecast,182.9958848
35756,Legal,Team1,High Cost,Travel & Subsistence,Ops,Gross Cost,3,Forecast,182.9958848
35757,Legal,Team1,High Cost,Travel & Subsistence,Ops,Gross Cost,4,Forecast,1688.691358
35758,Legal,Team1,High Cost,Travel & Subsistence,Ops,Gross Cost,5,Forecast,1688.691358
35759,Legal,Team1,High Cost,Travel & Subsistence,Ops,Gross Cost,6,Forecast,1688.691358
35760,Legal,Team1,High Cost,Travel & Subsistence,Ops,Gross Cost,7,Forecast,218.6337448
35761,Legal,Team1,High Cost,Travel & Subsistence,Ops,Gross Cost,8,Forecast,218.6337448
35762,Legal,Team1,High Cost,Travel & Subsistence,Ops,Gross Cost,9,Forecast,218.6337448
35763,Legal,Team1,High Cost,Travel & Subsistence,Ops,Gross Cost,10,Forecast,1724.395062
35764,Legal,Team1,High Cost,Travel & Subsistence,Ops,Gross Cost,11,Forecast,1724.395062
35765,Legal,Team1,High Cost,Travel & Subsistence,Ops,Gross Cost,12,Forecast,1724.395062
35766,Legal,Team1,High Cost,Travel & Subsistence,Ops,Gross Cost,1,Actuals,3.788148148
35767,Legal,Team1,High Cost,Travel & Subsistence,Ops,Gross Cost,2,Actuals,31.12246914
35768,Legal,Team1,High Cost,Travel & Subsistence,Ops,Gross Cost,3,Actuals,22.97530864
35769,Legal,Team1,High Cost,Travel & Subsistence,Ops,Gross Cost,4,Actuals,68.52888889
35770,Legal,Team1,High Cost,Travel & Subsistence,Ops,Gross Cost,5,Actuals,0.740246914
35771,Legal,Team1,High Cost,Travel & Subsistence,Ops,Gross Cost,8,Actuals,51.92740741
35772,Legal,Team1,High Cost,Travel & Subsistence,Ops,Gross Cost,9,Actuals,-16.31802469
35773,Legal,Team1,High Cost,Travel & Subsistence,Ops,Gross Cost,10,Actuals,496.8691358
35774,Legal,Team1,High Cost,Travel & Subsistence,Ops,Gross Cost,11,Actuals,496.8691358
35775,Legal,Team1,High Cost,Travel & Subsistence,Ops,Gross Cost,12,Actuals,496.8691358
35776,Legal,Team2,High Cost,Capital Charge,Ops,Gross Cost,1,Actuals,-9.078024691
35777,Legal,Team2,High Cost,Capital Charge,Ops,Gross Cost,2,Actuals,-38.16938272
35778,Legal,Team2,High Cost,Capital Charge,Ops,Gross Cost,3,Actuals,-14.41580247
35779,Legal,Team2,High Cost,Capital Charge,Ops,Gross Cost,4,Actuals,-10.93925926
35780,Legal,Team2,High Cost,Capital Charge,Ops,Gross Cost,5,Actuals,-12.5545679
35781,Legal,Team2,High Cost,Capital Charge,Ops,Gross Cost,6,Actuals,-26.72592593
35782,Legal,Team2,High Cost,Capital Charge,Ops,Gross Cost,7,Actuals,-4.89037037
35783,Legal,Team2,High Cost,Capital Charge,Ops,Gross Cost,8,Actuals,-20.01580247
35784,Legal,Team2,High Cost,Capital Charge,Ops,Gross Cost,9,Actuals,-9.720987654
35785,Legal,Team2,High Cost,Capital Charge,Ops,Gross Cost,10,Actuals,-12.37382716
35786,Legal,Team2,High Cost,Capital Charge,Ops,Gross Cost,11,Actuals,-12.37382716
35787,Legal,Team2,High Cost,Capital Charge,Ops,Gross Cost,12,Actuals,-12.37382716
35788,Legal,Team2,High Cost,Client Entertainment,MD&I,Gross Cost,4,Actuals,196.0232099
35789,Legal,Team2,High Cost,Deployed Payroll,MD&I,Gross Cost,1,Forecast,1100.210851
35790,Legal,Team2,High Cost,Deployed Payroll,MD&I,Gross Cost,2,Forecast,1100.210851
35791,Legal,Team2,High Cost,Deployed Payroll,MD&I,Gross Cost,3,Forecast,1100.210851
35792,Legal,Team2,High Cost,Deployed Payroll,MD&I,Gross Cost,4,Forecast,1121.679484
35793,Legal,Team2,High Cost,Deployed Payroll,MD&I,Gross Cost,5,Forecast,1121.679484
35794,Legal,Team2,High Cost,Deployed Payroll,MD&I,Gross Cost,6,Forecast,1121.679484
35795,Legal,Team2,High Cost,Deployed Payroll,MD&I,Gross Cost,7,Forecast,1121.679484
35796,Legal,Team2,High Cost,Deployed Payroll,MD&I,Gross Cost,8,Forecast,1121.679484
35797,Legal,Team2,High Cost,Deployed Payroll,MD&I,Gross Cost,9,Forecast,1121.679484
35798,Legal,Team2,High Cost,Deployed Payroll,MD&I,Gross Cost,10,Forecast,1121.679484
35799,Legal,Team2,High Cost,Deployed Payroll,MD&I,Gross Cost,11,Forecast,1131.556028
35800,Legal,Team2,High Cost,Deployed Payroll,MD&I,Gross Cost,12,Forecast,1082.173312
35801,Legal,Team2,High Cost,Deployed Payroll,Ops,Gross Cost,1,Actuals,-30.72098765
35802,Legal,Team2,High Cost,Deployed Payroll,Ops,Gross Cost,1,Forecast,0
35803,Legal,Team2,High Cost,Deployed Payroll,Ops,Gross Cost,2,Actuals,518.0212346
35804,Legal,Team2,High Cost,Deployed Payroll,Ops,Gross Cost,2,Forecast,0
35805,Legal,Team2,High Cost,Deployed Payroll,Ops,Gross Cost,3,Actuals,499.0034568
35806,Legal,Team2,High Cost,Deployed Payroll,Ops,Gross Cost,3,Forecast,0
35807,Legal,Team2,High Cost,Deployed Payroll,Ops,Gross Cost,4,Actuals,416.5990123
35808,Legal,Team2,High Cost,Deployed Payroll,Ops,Gross Cost,4,Forecast,0
35809,Legal,Team2,High Cost,Deployed Payroll,Ops,Gross Cost,5,Actuals,524.8577778
35810,Legal,Team2,High Cost,Deployed Payroll,Ops,Gross Cost,5,Forecast,0
35811,Legal,Team2,High Cost,Deployed Payroll,Ops,Gross Cost,6,Forecast,0
35812,Legal,Team2,High Cost,Deployed Payroll,Ops,Gross Cost,7,Actuals,552.0128395
35813,Legal,Team2,High Cost,Deployed Payroll,Ops,Gross Cost,7,Forecast,0
35814,Legal,Team2,High Cost,Deployed Payroll,Ops,Gross Cost,8,Actuals,392.8953086
35815,Legal,Team2,High Cost,Deployed Payroll,Ops,Gross Cost,8,Forecast,0
35816,Legal,Team2,High Cost,Deployed Payroll,Ops,Gross Cost,9,Actuals,1718.124938
35817,Legal,Team2,High Cost,Deployed Payroll,Ops,Gross Cost,9,Forecast,0
35818,Legal,Team2,High Cost,Deployed Payroll,Ops,Gross Cost,10,Actuals,535.4760494
35819,Legal,Team2,High Cost,Deployed Payroll,Ops,Gross Cost,10,Forecast,0
35820,Legal,Team2,High Cost,Deployed Payroll,Ops,Gross Cost,11,Actuals,535.4760494
35821,Legal,Team2,High Cost,Deployed Payroll,Ops,Gross Cost,11,Forecast,0
35822,Legal,Team2,High Cost,Deployed Payroll,Ops,Gross Cost,12,Actuals,535.4760494
35823,Legal,Team2,High Cost,Deployed Payroll,Ops,Gross Cost,12,Forecast,0
35824,Legal,Team2,High Cost,Discretionary Price List Services,MD&I,Non-Gross Cost,1,Actuals,4.060246914
